id,name,description,imageKey,createdByUserId,createdAt,updatedAt
6,Wrap met fishticks en yoghurtdressing,"1
Verwarm de oven op 200 graden.

2
Leg de fishsticks op een bakpapier en leg 10 min in de oven tot ze goudbruin zijn. Draai ze halverwege eens om. Veel gezonder dan klaarmaken in de frietketel!

3
Meng de mayonaise bij de yoghurt. Pers de look er bij uit.

4
Snijd de bieslook fijn en snijd ook de ui in fijne blokjes. Als die laatste te straf smaakt/ruikt (als je te veel tranen in de ogen krijgt), laat ze dan even weken in een scheutje water met een lepeltje natuurazijn en suiker.

5
Snijd de komkommer in langwerpige stukken en snijd de sla en de ui in sliertjes.

6
Dresseer de wrap met een lepel saus, de groenten en daarop de fishticks. Vouw dicht en smullen maar!

Bron: https://themessychef.be/wrap-met-fishticks-en-yoghurtdressing/",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-11-20 15:04:24.019,2022-11-20 16:51:46.927
9,Hete Bliksem,"1
Verwarm de oven voor op 200 graden.

2
Smelt een klontje boter in een steelpan. Schil de appelen en snijd ze in stukken. Bak de appel aan en doe er een scheut water bij. Laat op een zacht vuur sudderen en voeg op het einde de suiker toe. Indien je voor gemaakte appelmoes koopt, kan je deze stap overslaan.

3
Kook de aardappelen en giet ze af.

4
Kruid de aardappelen met peper, zout en een snuifje nootmuskaat. Voeg stapsgewijs een beetje melk toe en stamp de aardappelen tot een smeuïge puree.

5
Kruid het kippengehakt met kippenkruiden en doe er wat verse tijm bij (rozemarijn is ook lekker)

6
Bak het gehakt krokant en doe alles in een ovenschaal.

7
Leg eerst het gehakt, daarna de appelmoes en daarna de puree. Zet gedurende 10 tot 15 minuten in de oven. Maak je deze ovenschotel van een dag tevoren dan zal het zeker 30 minuten nodig hebben.

8
haal uit de oven en werk af met de krokante frietjes

Bron: https://themessychef.be/hete-bliksem/",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-11-20 15:18:39.609,2022-11-20 16:53:14.757
4,Kaas croque met balsamico uien,"1
Snijd de uien in fijne ringen en bak ze aan in boter op een laag vuurtje. Kruid met een snufje zout en laat 5 minuten bakken. Voeg de balsamico azijn en de suiker toe. Laat op een zacht vuurtje pruttelen en voeg dan het water toe. Laat het vocht uitkoken zodat de uien karameliseren.

2
Beleg de toast met een sneetje kaas, de uien en nog een sneetje kaas. Smeer de buitenkanten van het brood in met een beetje boter en bak de croques krokant in de pan of in de oven. Als beide kanten krokant zijn, leg dan op het bovenste sneetje brood nog een schelletje kaas. Draai de croque om in de pan en bak een halve minuut aan die kant tot de kaas krokant is. Leg de croques op mekaar en serveer.

Bron: https://themessychef.be/kaas-croque-met-balsamico-uien/",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-11-16 18:13:47.354,2022-11-27 18:14:31.708
8,"Croque met kalkoen, spinazie, avocado en cheddar","1
Smeer een beetje boter aan de buitenkant van de sneetjes brood

2
Snijd de avocado doormidden, haal de pit er uit en haal het vruchtvlees er uit met een lepel. Snijd een helft in blokjes.

3
beleg de sneetjes brood met een plakje kalkoenfilet, de spinazie, avocado en een plakje cheddar kaas. Kruid met peper.

4
zet een pan op het vuur en bak de tosti krokant voor ongeveer een half minuutje aan elke kant tot de kaas gesmolten is.

5
serveer met een beetje Heinz Tomato Ketchup 50% minder suikers & zout*

Bron: https://themessychef.be/croque-met-kalkoen/",production/2b879acc-7e65-4bf9-881a-03dacd4f1a44,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-11-20 15:13:44.42,2024-01-13 13:43:02.578
11,"Spaghetti met tomatensaus, worst, olijf, zongedroogde tomaten en peterselie","1
Bak de worsten in de pan. Als ze mooi bruin gebakken zijn, haal ze dan uit de pan. Ze hoeven nog niet volledig gaar te zijn.

2
Snijd de ui in fijne blokjes en stoof ze aan in dezelfde pan. Voeg de knoflook toe.

3
Blus met de wijn en laat een minuutje inkoken.

4
Doe de tomaten erbij en laat een halfuurtje inkoken op een zacht vuurtje.

5
Snijd de helft van het doosje zongedroogde tomaten ( de tomaten hé, niet het plastieken doosje:p ) in stukken en doe ze bij de saus.

6
Mix de saus.

7
Doe de worsten terug in de saus.

8
Snijd de rest van de zongedroogde tomaten in stukjes en de olijven in ringen.

9
Snijd een volledige bos peterselie fijn.

10
Kook de spaghetti beetgaar zoals vermeld op het pakje. Voeg een pollepel van het kookwater toe aan de saus. Giet ook de olie uit het pakje zongedroogde tomaten erbij.

11
Snijd de worst in kleinere stukken. Roer de pasta door de saus en werk af met de olijven, zongedroogde tomaten en de verse peterselie

Bron: https://themessychef.be/spaghetti-met-tomatensaus-worst-olijf-zongedroogde-tomaten-en-peterselie/",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-11-20 15:31:55.715,2022-11-20 16:54:32.439
12,Pappardelle met Parmezaanse gehaktballen en krokante chorizo,"1. Kruid het gehakt met peper en meng er wat gedroogde oregano onder. Voeg geen zout toe maar rasp er flink wat Parmezaanse kaas doorheen (een volledig zakje of een geraspte blok van ongeveer 4 cm)
2. Rol er ballen van en zet opzij in de koelkast
3. Snijd terwijl de groenten fijn.
4. Zet een kookpot op het vuur en doe er de chorizo bij. Je hoeft geen olijfolie te gebruiken. Als de worst krokant gebakken is, haal ze dan uit de pot en houd ze opzij. Giet het vet in de pan niet weg.
5. Bak de gehaktballen aan in dezelfde pan tot ze een bruin korstje hebben en haal ze vervolgens terug uit de pan.
6. Fruit de groenten aan en voeg de tomatenpuree toe. Laat even meebakken zodat de wrange smaak van de puree verdwijnt. Doe de tomatenblokjes er bij en blus met 300 ml runderbouillon. Laat een uurtje sudderen op een zacht vuur. Voeg ook de tijm en laurier toe.
7. Mix tot je een mooi, rode tomatensaus bekomt. Doe de gehaktballen er terug in en laat nog een halfuurtje mee sudderen totdat ze gaar zijn.
8. Kook de pasta zoals vermeld op het pakje. Giet ze af en hou nog een klein beetje van het kookwater over. Giet er de saus bij.
9. Serveer in een diep bord en werk af met de krokante chorizo, geraspte Parmezaanse kaas en verse basilicum. Smakelijk!",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-11-20 15:39:52.519,2022-11-20 16:54:59.402
22,Spaghetti Bolognaise ,"Bereiden:
Stoof de fijngesneden uien, selder en look in wat olijfolie. Voeg het gehakt toe en prak het met een vork fijn.

Voeg de bouillon, tomatenpuree en passata toe. Laat 2 uur zachtjes pruttelen onder een deksel.

Roer regelmatig in de saus en schep het overtollige vet af. Snipper de basilicumblaadjes fijn laat ze de laatste 5 minuten even meekoken.

Kook de spaghetti ondertussen in een grote hoeveelheid gezouten water al dente en giet af. Sprenkel er wat olijfolie over en kruid met peper van de molen. Meng met de warme saus.

Serveren:
Schep de spaghetti op de warme pastaborden. Serveer met de Parmezaanse kaas en enkele basilicumblaadjes.

Bron: https://njam.tv/recepten/spaghetti-bolognaise",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-12-13 10:26:09.572,2022-12-13 10:26:09.572
5,Pita met kip en looksaus,"1
Verwijder het overtollige vet van de kip en snijd in blokjes. Meng de kruiden er onder en masseer de kip.

2
Giet er een eetlepel olijfolie bij en een knijp van een halve citroen. Pers een teen look bij de kip. Zet opzij in de koelkast.

3
Meng de mayonaise met de yoghurt. Snijd een paar blaadjes peterselie fijn. Kruid met peper en zout en pers er de look in uit. Heb je het graag wat straffer, doe er dan nog een teentje look bij.

4
Snijd een stuk van de komkommer. Snijd in reepjes en daarna in blokjes.

5
Snijd de granaatappel in twee. Neem een helft en leg die op je vlakke hand. Open je vingers een beetje en sla met een houten lepel alle pitjes er uit en vang die op in een kom.

6
Snijd de ijsberg sla en de ui in reepjes. Is de ui te pikant van smaak, laat hem dan even weken in water met een theelepel azijn en een theelepel suiker.

7
Zet een pan op het vuur en laat die heel heet worden. Bak de kip krokant en kort aan in de pan.

8
Stop de pitabroodjes in een broodrooster.

9
Beleg de broodjes met de kip, groenten, granaatappel pitjes en looksaus. Werk af met verse peterselie.

Bron: https://themessychef.be/pita-met-kip-en-looksaus/",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-11-20 14:53:40.008,2022-11-20 16:51:24.46
7,"Penne met saus van kerstomaatjes, basilicum en krokante Gandaham","1
Zet een pot met water op het vuur. Kruid het water altijd met zout als je pasta klaarmaakt. Kook de pasta al dente zoals beschreven op het pakje.

2
Doe een scheutje olijfolie in de pan. Snijd de ui fijn en doe samen met 2 geperste tenen knoflook in de pan. Zet op een zacht vuurtje.

3
Blus met witte wijn en laat voor de helft inkoken. Blus daarna met de room en laat zacht sudderen.

4
Snijd de kerstomaten doormidden en doe ze in de saus net voor serveren.

5
Kruid met peper en zout.

6
Leg de Gandaham op een vel keukenrol en op een bord. Zet 2.5 minuten in de microgolfoven (850 watt). Maak je geen zorgen de ham zal een beetje knetteren maar niets aan de hand! Haal uit de microgolfoven en laat afkoelen.

7
Roer de saus door de pasta, werk af met blaadjes basilicum en de krokante ham.

Bron: https://themessychef.be/penne-met-kerstomaatjes-basilicum-en-ham/",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-11-20 15:10:09.126,2022-11-20 16:52:08.862
19,Gehakt parmentier,"Verwarm de oven voor op stand 6 - 180°C. Schil de aardappelen, snij ze in stukjes en kook ze in gezouten water.
Snij de uien en de look in kleine stukjes, en stoof ze met de olijfolie in een pan. Voeg het gehakt toe en laat bakken. Maak wat blaadjes tijm los en voeg deze samen met de tomatenblokjes uit blik bij het gehakt.
Giet de aardappelen af en pureer ze. Voeg de melk en de boter toe. Meng en breng op smaak met peper, zout en nootmuskaat.
Vul een ovenschotel met het gehakt en doe er de puree en ten slotte de geraspte kaas over. Bak 30 minuten in de oven

Bron: https://www.delhaize.be/nl-be/recepten/receptDetails/Gehakt-parmentier/r/3551676496064d7ea4b63c000ebcf808",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-11-27 18:08:59.047,2022-11-27 18:08:59.047
20,Kippenballetjes in romige kruidenkaassaus,"Snipper de ui fijn
Snij de paprika’s en selder in reepjes en de champignons in schijfjes
Meng het gehakt met de eierdooier en het paneermeel
Kruid naar smaak met peper, zout, cayennepeper en nootmuskaat
Rol balletjes van het gehakt
Bak de kippengehaktballetjes rondom bruin in een diepe pan (of stoofpot) in olijfolie
Haal de kippengehaktballetjes uit de pan
Stoof in dezelfde pan de ui
Voeg na enkele minuten de andere groenten toe en laat enkele minuten roerbakken
Voeg de room en de kruidenkaas toe en roer om tot een smeuïg geheel
Schep de kippengehakballetjes door de saus
Zet het vuur wat zachter en laat de roomsaus 5 minuutjes pruttelen
Tip: voeg eventueel een scheutje water of kippenbouillon toe als de saus te dik is
Proef en kruid bij met peper en zout

Bron: https://www.cookameal.be/make/hoofdgerechten/kippenballetjes-in-romige-kruidenkaassaus/",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-11-27 18:13:41.562,2022-11-27 18:13:41.562
24,Verse tagliatelle met gerookte zalm en spinazie,"1
Breng een ruime pan met water en eventueel zout aan de kook. Snijd ondertussen de tomaatjes in kwarten. Verhit de olie in een grote pan, voeg in delen de spinazie toe en laat al omscheppend in 2 min. slinken.

2
Doe ondertussen de tagliatelle in de pan met kokend water en kook in 4 min. beetgaar. Voeg de roomkaas toe aan de spinazie en laat op middelhoog vuur in 3 min. smelten. Voeg de laatste minuut de zalm toe. Breng op smaak met peper. Giet de tagliatelle af en meng door de spinazie-zalmsaus. Garneer met de cherrytomaatjes en serveer direct.

Bron: https://www.ah.be/allerhande/recept/R-R1178290/verse-tagliatelle-met-gerookte-zalm-en-spinazie",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-12-13 10:37:48.418,2022-12-13 10:37:48.418
25,"Parelcouscous met pistachepesto, berloumi en gegrilde groenten","Kook de parelcouscous volgens de bereidingswijze op de verpakking. Snijd ondertussen de courgette en paprika in grote stukken. Marineer ze in extra virgin olijfolie en breng op smaak met peper,zout, oregano en wat chilivlokken.

Gril de groenten tot ze aankleuren. Wanneer de parelcouscous klaar is meng je de pesto er onder. Snijd de gegrilde groenten iets fijner en voeg deze ook toe.

Snijd ten slotte de berloumi in reepjes en grill deze tot ze een krokant korstje krijgen. Doe dit zeker als laatste zodat de berloumi vanbinnen nog lekker smeuïg is voor het serveren.

Werk af met nog wat verse basilicumblaadjes en serveer. De couscous mag lauwwarm zijn.

Bron: https://chloekookt.be/parelcouscous-met-pistachepesto-berloumi-en-gegrilde-groenten/",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-12-13 10:43:45.107,2022-12-13 10:43:45.107
10,"Penne met kip, venkel, pijnboompitten en wijn saus","1
Snijd de kip in stukken. Kruid met peper en zout en bak krokant aan in de pan (best een diepe gebruiken). Haal uit de pan en houd opzij. Het hoeft nog niet volledig gaar te zijn.

2
Snijd het sjalotje fijn. Halveer de tenen knoflook en bak aan in dezelfde pan op een zacht vuur. Snijd de venkel in twee en dan in fijne reepjes. Hou het groen opzij om het bord af te werken.

3
Fruit de venkel aan samen met de sjalot en knoflook. Blus met de rosé (of nog een restje witte wijn uit de koelkast). Doe er het water en de bouillon bij en laat inkoken tot de helft. Werk af met de room en laat zachtjes inkoken tot de venkel gaar is.

4
Doe de kip terug bij de saus.

5
Bak een handvol pijnboompitten in een droge pan tot ze lichtjes verkleuren.

6
Kook de penne al dente zoals beschreven op het pakje.

7
Voeg een lepel van het kookwater toe aan de saus om de saus wat in te dikken.

8
Giet af en roer de pasta door de saus.

9
Werk de pasta af met geraspte Parmezaanse kaas, een paar kappertjes, de nootjes en wat venkel groen. Verwijder de teentjes look.

Bron: https://themessychef.be/penne-met-kip-venkel-pijnboompitten-en-wijn-saus/",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-11-20 15:26:07.95,2022-11-20 16:53:50.633
13,Courgetterolletjes in kaassaus,"1
snijd de courgette in twee en halveer ze. Kruid met zout en laat een kwartiertje staan. Zo komt er heel wat water uit.

2
Maak terwijl de saus. Smelt de boter en doe de bloem er bij. Roer tot je kruimels hebt. Voeg de wijn en de melk toe en roer tot je een dikke saus hebt. Kruid met peper, nootmuskaat en voeg de parmezaanse kaas toe. Daarna kan je bijkruiden met zout.

3
Spoel de courgette af en dep ze droog. Wikkel ze in de ham. Giet de kaassaus in een ovenschotel, let de courgetterolletjes er in. Werk af met wat tijm.

4
Zet 30 min in een oven van 200 graden.

Bron: https://themessychef.be/courgetterolletjes-in-kaassaus/",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-11-27 17:45:35.402,2022-11-27 17:45:35.402
14,"Spaghetti met look, gehakt en kikkererwten","Bak het gehakt in flink wat olijfolie samen met 2 gesneden teentjes look en fijne slierten zoete paprika. Kook de spaghetti al dente. Doe kikkererwten bij het gehakt. Voeg ook het vocht toe. Het vocht en olie worden een lekkere saus! Voeg de spaghetti toe samen met een beetje pastawater, kruid met peper en zout en serveer met fijngesneden kruiden.

Bron: https://themessychef.be/kikkererwten/",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-11-27 17:49:43.866,2022-11-27 17:49:43.866
15,Smash burger met pastinaakfrietjes,"Verwarm de oven voor op 200°C en bedek een bakplaat met bakpapier.
Snijd de pastinaak in frietjes (schillen hoeft niet). Hussel op de bakplaat door elkaar met een likje olie, een snuifje paprikapoeder, zout en zwarte peper. Schuif 20-25 min. in de oven tot de frietjes gaar zijn.
Snijd de ui in ringen. Verhit een klontje boter en een scheutje olie op middelhoog vuur en stoof de ui 5-10 min. aan, tot die mooi zacht is. Voeg de suiker toe en laat rustig karamelliseren.
Snijd intussen de tomaat in plakjes.
Verdeel het gehakt in 2 delen per persoon. Rol balletjes en duw vervolgens zo plat mogelijk - vandaar 'smashed' burgers. Kruid vervolgens met voldoende zout en zwarte peper.
Rooster de hamburgerbroodjes de laatste 5 min. mee in de oven.
Verhit een scheutje olie in een tweede pan op hoog vuur. Bak de smashed burgers 1-3 min. aan en kruid ze met zout en zwarte peper (zie tip). Leg na de eerste keer omdraaien een sneetje kaas op de helft van het aantal burgers.
Smeer wat barbecuesaus op beide helften van het broodje. Beleg met wat sla, 2 smashed burgers (eentje met kaas en vervolgens eentje zonder), een plakje tomaat en gekaramelliseerde ui. Serveer met de pastinaakfrietjes. Smakelijk!
Duw de burgers ook in de pan goed plat met een spatel. Draai niet te vaak om, maar geef ze de kans om een beetje krokant te worden langs de buitenkant.

Bron: https://www.foodbag.be/nl/recept/?dishId=a0MJv0000009iQ1MAI&persons=2",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-11-27 17:55:06.555,2022-11-27 17:55:06.555
16,Snelle witloofrolletjes met ham,"Verwarm de oven voor op 200°C, bij voorkeur op grillstand.
Maak het witloof schoon. Snijd de stronken overlangs doormidden en snijd de harde kern eruit. Smelt een klontje boter in een pan. Bak de stronken zo'n 2 min. per zijde, tot ze mooi kleuren. Kruid met een snuifje zout en zwarte peper. Giet er 100 ml water bij, zet een deksel op de pan en laat zo'n 7 min. sudderen op middelhoog vuur, tot het witloof beetgaar is.
Snijd de aardappelen in gelijke stukken van ongeveer 3 cm (schillen hoeft niet). Zet net onder water met een flinke snuif zout en kook in zo’n 13-15 min. gaar.
Schep het witloof op een bord. Het kookvocht gebruiken we dadelijk voor de saus.
Smelt voor de kaassaus 1,5 el boter in een pot. Voeg de bloem toe en laat opdrogen onder voortdurend roeren. Zet het vuur niet te hoog, om te vermijden dat de roux aanbrandt. Zodra je koekjes begint te ruiken, en de bloem met de boter bindt tot kleine korreltjes, is de roux klaar. Giet er al roerend met een garde de melk en het kookvocht van het witloof bij. Blijf goed roeren tot je een mooie, dikke saus krijgt. Kruid met een klein snuifje nootmuskaat en flink wat zwarte peper. Meng er de helft van de kaas door en laat die smelten terwijl je regelmatig blijft roeren. Hak de peterselie fijn en schep mee onder de saus. Houd warm.
Halveer de sneetjes ham en wikkel elke stronk witloof in een half sneetje ham. Schik de witloofrolletjes in een ovenschaal, overgiet met de kaassaus en bestrooi met de overige kaas. Zet zo'n 5-7 min. hoog in de oven, tot de kaas mooi gegratineerd is.
Giet de aardappelen af. Prak ze lichtjes met een vork en breng op smaak met een scheutje olijfolie, een snuifje zout en zwarte peper. Houd warm (zie tip).
Haal de witloofrolletjes uit de oven en serveer ze meteen samen met de geprakte aardappelen. Smakelijk!

Bron: https://www.foodbag.be/nl/recept/?dishId=a0M1n00000WKSNlEAP&persons=2",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-11-27 17:59:38.937,2022-11-27 17:59:38.937
17,Quiche met groene boontjes en spekjes,"Verwarm de oven voor op stand 6 - 180°C.
Kook de boontjes 8 minuten in gezouten kokend water. Giet ze af en hou ze even onder koud stromend water. Fruit vervolgens de spekjes op matig vuur in een antikleefpan, zonder vet te gebruiken.
Bedek een grote taartvorm met het bladerdeeg en prik er gaatjes in met een vork. Vul de vorm daarna met de boontjes en de goed uitgelekte spekjes. Meng de room en de eitjes en breng op smaak met peper en zout. Giet het mengsel vervolgens over de boontjes en de spek.
Bak de quiche 30 minuten in de oven. Dien hem warm op als voor- of hoofdgerecht, samen met salade

Bron: https://www.delhaize.be/nl-be/recepten/receptDetails/Quiche-met-groene-boontjes-en-spekjes/r/c1007bc19a26405698a505dfbcf0152a",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-11-27 18:02:34.909,2022-11-27 18:02:34.909
18, Chipolata’s gebakken met rozemarijn en paprika’s,"Verwarm de oven voor op th. 6 (180°C).
Maak de paprika’s schoon en snij ze dan in repen. Snij de ui vertikaal doormidden en vervolgens in halve ringen. Doe alles in een grote ovenschaal en besprenkel met olijfolie. Kruid met peper en zout en meng goed. Verdeel gelijkmatig over de schotel.
Prik met een vork enkele gaatjes in de chipolata’s, leg ze op de groenten en bestrooi met de in stukjes gehakte rozemarijntakjes. Zet 30 min. in de oven, draai de worsten halverwege de baktijd om.
Serveer warm met een aardappelsalade met vinaigrette of simpelweg met knapperig brood.

Bron: https://www.delhaize.be/nl-be/recepten/receptDetails/Chipolata-s-gebakken-met-rozemarijn-en-paprika-s/r/b9b1b27e890546cfa558260cb2394d99",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-11-27 18:06:04.947,2022-11-27 18:06:04.947
21,Kipfilet met appelmoes en frietjes,Kipfilet met appelmoes en frietjes,,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-12-13 10:20:20.27,2022-12-13 10:20:20.27
23,Tagliatelle met mascarpone en zalm , ,,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-12-13 10:34:41.775,2022-12-13 10:34:41.775
26,Chicken caprese,"– doe de kerstomaatjes in een schaal met wat olijfolie, peper, zout , honing en oregano ; laat deze roosteren voor ongeveer 20-25 min. In een oven van 180 graden
– snijd de kipfilet open, bestrijk met pesto en plakjes mozarella
– vouw de kipfilet dicht en steek er eventueel enkele tandenstokers in zodat de mozarella er niet uit valt tijdens het bakken
– bak de kip tot deze goudbruin ziet aan beide kanten; kruid met peper en zout
– zet de kipfilet nog 5-7 min. mee in de oven tot deze zeker gaar is
– haal de tandenstokers er uit
– serveer de gevulde kipfilet met de zoete geroosterde tomaatjes en werk af met verse basilicum

Bron: https://chloekookt.be/chicken-caprese/",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-12-13 10:47:06.292,2022-12-13 10:47:06.292
27,Creamy pasta carbonara met pancetta en courgette ,"– kook de pasta in gezouten water en bewaar 1 dl kookvocht
– snijd de courgette in blokjes
– bak de pancetta (zonder vetstof want de pancetta heeft al genoeg vet) samen met de courgette en look (voeg de look pas later toe anders zal deze verbranden)
– meng de eieren met de parmezaan en de room, kruid met peper en een beetje zout
– meng de warme pasta met de pancetta en courgette, roer hieronder het eimengsel en het kookvocht
– werk af met verse basilicum

Bron: https://chloekookt.be/creamy-pasta-carbonara-met-pancetta-en-courgette/",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-12-13 10:50:42.033,2022-12-13 10:51:00.357
28,Pantosti 'caprese',"1
Snijd de tomaat in plakken van ca. een ½ cm dik. Snijd de mozzarella in plakken van ca. een ½ cm dik.

2
Besmeer 1 snee brood per persoon met pestospread. Beleg met de mozzarella en tomaat. Breng op smaak met zwarte peper. Leg de andere sneetjes brood erop.

3
Zet 2 koekenpannen op laag vuur. Verhit per koekenpan ⅓ van de olie en leg de tosti’s erin. Keer de tosti’s na 5 min. als ze goudgeel zijn, voeg per pan nog 1 el olie toe en bak nog 4 min. aan de andere kant.

Bron: https://menuplanner.onrender.com/recipes/new",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-12-13 11:02:28.666,2022-12-13 11:02:28.666
29,Italiaanse tosti,"1
Snijd de korsten van het brood. Besmeer met boter. Snijd de mozzarella in plakjes en de tomaten in reepjes. Leg op de helft van de sneden brood de helft van de parmaham, mozzarella en tomaatreepjes.

2
Dek af met de rest van de paraham en de rest van het brood. Leg het brood in een tosti-ijzer (of koekenpan) en bak tot het bruin is. Verdeel de sla over de borden en besprenkel met dressing. Snijd het brood door en op de sla leggen.

Bron: https://www.ah.be/allerhande/recept/R-R200870/italiaanse-tosti",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-12-13 11:05:58.956,2022-12-13 11:05:58.956
30,Avocado toast met gerookte zalm,"Spoel de radijsjes en halveer ze en houd ze apart.
Plet twee avocado's en breng ze op smaak met citroensap, zout en peper.
Sprenkel olijfolie over vier mooie grote sneden brood. Rooster ze op een hoog vuur ge-durende 2 à 3 minuten om knapperige toast te verkrijgen.
Wrijf de toasts onmiddellijk in met een teentje knoflook.
Beleg elke toast met een laagje avocado. Schik er een portie zalm op en werk af met de radijsjes, toefjes zure room en enkele basilicumblaadjes.

Bron: https://www.delhaize.be/nl-be/recepten/receptDetails/Avocado-toast-met-gerookte-zalm/r/R00033602",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-12-13 11:10:49.458,2022-12-13 11:10:49.458
31,Kipbrochettes met geroosterd tomaten en krieltjes,"Verwarm de oven voor op 180°C. Was de krieltjes, dep ze droog en snijd in twee of vier afhankelijk van de grootte. Doe ze in een ovenschaaltje en besprenkel met olijfolie. Kruid met peper, zout en rozemarijn. Meng goed en zet 30 minuten in de oven.

Leg de takjes trostomaatjes klaar in een ovenschaaltje en sprenkel er wat olijfolie en peper en zout over. Zet ze de laatste 8 minuten bij de krieltjes in de oven.

Snijd de kipfilet in blokjes en doe ze in een mengkom. Voeg er olijfolie, peper, zout en flink wat tijm aan toe. Meng goed en prik de blokjes op een stokje. Verhit een grillpan tot deze heel heet is en grill de brochettes tot ze volledig gaar zijn.

Verdeel alles over twee borden, doe er nog een toefje mayonaise bij en voilà, klaar om te eten.

Bron: https://ascookedbyginger.be/recepten/lunch/kipbrochettes-met-geroosterde-tomaten-en-krieltjes/",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-12-13 11:19:29.682,2022-12-13 11:19:29.682
32,Kippenbout met mosterdgratin en salade ,"Kruid de kippenbouten met peper en zout. Smeer ze royaal in met de mosterd. Verhit een flinke klont boter in een ovenvaste pot/pan. Korst er de kip in aan en zet de pan dan 50 minuten in de oven op 180°C.

Schil de aardappelen en snijd ze met behulp van de mandoline in dunne schijfjes. Smelt vervolgens de boter in een sauspan en voeg dan de bloem toe. Roer met de garde tot een roux en giet er vervolgens de melk bij. Roer continu met de garde tot de saus dikker wordt. Zet het vuur uit en voeg de kaas en mosterd toe. Meng en kruid de saus met peper, zout en nootmuskaat. Leg de aardappelen in laagjes in een ovenschotel en giet er de saus overheen. Zet het geheel 30 minuten in de oven. Als je het goed timet zijn de gratin en de kippenbouten samen klaar.

Bron: https://ascookedbyginger.be/recepten/hoofdgerecht/vlees/kippenbout-met-mosterdgratin-en-een-winterse-salade/",,zQQ2136sKAeML90RHmB9hLM6Vin8tbpm,2022-12-13 11:23:35.823,2022-12-13 11:23:35.823
